term	valence	score	raw-score
latter	positive	0.2525	6.01
lavender	positive	0.2525	6.01
listing	positive	0.2525	6.01
macaroni	positive	0.2525	6.01
magic	positive	0.2525	6.01
mania	positive	0.2525	6.01
mishmash	positive	0.2525	6.01
moke	positive	0.2525	6.01
nostalgia	positive	0.2525	6.01
nursery	positive	0.2525	6.01
objection	positive	0.2525	6.01
original	positive	0.2525	6.01
pasta	positive	0.2525	6.01
peach	positive	0.2525	6.01
plaid	positive	0.2525	6.01
precedence	positive	0.2525	6.01
precisely	positive	0.2525	6.01
primacy	positive	0.2525	6.01
publishing	positive	0.2525	6.01
racket	positive	0.2525	6.01
recorder	positive	0.2525	6.01
relic	positive	0.2525	6.01
rind	positive	0.2525	6.01
robin	positive	0.2525	6.01
sash	positive	0.2525	6.01
scuba	positive	0.2525	6.01
secular	positive	0.2525	6.01
self-realization	positive	0.2525	6.01
snapshot	positive	0.2525	6.01
soft-spoken	positive	0.2525	6.01
steed	positive	0.2525	6.01
storekeeper	positive	0.2525	6.01
tangerine	positive	0.2525	6.01
textile	positive	0.2525	6.01
texture	positive	0.2525	6.01
thrive	positive	0.2525	6.01
topic	positive	0.2525	6.01
trademark	positive	0.2525	6.01
trident	positive	0.2525	6.01
usher	positive	0.2525	6.01
vassal	positive	0.2525	6.01
waiter	positive	0.2525	6.01
way	positive	0.2525	6.01
accountable	positive	0.255	6.02
affirmation	positive	0.255	6.02
age-group	positive	0.255	6.02
beloved	positive	0.255	6.02
boutique	positive	0.255	6.02
by	positive	0.255	6.02
capability	positive	0.255	6.02
casual	positive	0.255	6.02
casually	positive	0.255	6.02
collectively	positive	0.255	6.02
congenial	positive	0.255	6.02
counting	positive	0.255	6.02
crossroad	positive	0.255	6.02
cucumber	positive	0.255	6.02
culturally	positive	0.255	6.02
curl	positive	0.255	6.02
denote	positive	0.255	6.02
devoid	positive	0.255	6.02
differentiate	positive	0.255	6.02
dominion	positive	0.255	6.02
duel	positive	0.255	6.02
expend	positive	0.255	6.02
faithful	positive	0.255	6.02
figure	positive	0.255	6.02
flatter	positive	0.255	6.02
focus	positive	0.255	6.02
frequency	positive	0.255	6.02
glow	positive	0.255	6.02
ingredient	positive	0.255	6.02
interstellar	positive	0.255	6.02
journalistic	positive	0.255	6.02
layman	positive	0.255	6.02
meatball	positive	0.255	6.02
method	positive	0.255	6.02
milkweed	positive	0.255	6.02
modestly	positive	0.255	6.02
modification	positive	0.255	6.02
morning	positive	0.255	6.02
mosque	positive	0.255	6.02
peso	positive	0.255	6.02
photoelectric	positive	0.255	6.02
pitchfork	positive	0.255	6.02
quaint	positive	0.255	6.02
real	positive	0.255	6.02
retell	positive	0.255	6.02
rummage	positive	0.255	6.02
sailing	positive	0.255	6.02
schedule	positive	0.255	6.02
slant	positive	0.255	6.02
snowy	positive	0.255	6.02
specific	positive	0.255	6.02
standpoint	positive	0.255	6.02
stature	positive	0.255	6.02
stewed	positive	0.255	6.02
stocking	positive	0.255	6.02
substantial	positive	0.255	6.02
television	positive	0.255	6.02
throng	positive	0.255	6.02
tilt	positive	0.255	6.02
transistor	positive	0.255	6.02
tufted	positive	0.255	6.02
unchallenged	positive	0.255	6.02
unrelated	positive	0.255	6.02
waterline	positive	0.255	6.02
widely	positive	0.255	6.02
wooded	positive	0.255	6.02
applesauce	positive	0.2575	6.03
arrive	positive	0.2575	6.03
blissful	positive	0.2575	6.03
blush	positive	0.2575	6.03
booth	positive	0.2575	6.03
cathedral	positive	0.2575	6.03
commissary	positive	0.2575	6.03
correspondingly	positive	0.2575	6.03
crayon	positive	0.2575	6.03
curly	positive	0.2575	6.03
descriptive	positive	0.2575	6.03
dozen	positive	0.2575	6.03
dramatize	positive	0.2575	6.03
earthy	positive	0.2575	6.03
educate	positive	0.2575	6.03
elect	positive	0.2575	6.03
entry	positive	0.2575	6.03
fanny	positive	0.2575	6.03
geographical	positive	0.2575	6.03
grimace	positive	0.2575	6.03
grouping	positive	0.2575	6.03
handkerchief	positive	0.2575	6.03
hearty	positive	0.2575	6.03
immaculate	positive	0.2575	6.03
lineman	positive	0.2575	6.03
living	positive	0.2575	6.03
make	positive	0.2575	6.03
mechanic	positive	0.2575	6.03
memorial	positive	0.2575	6.03
modernize	positive	0.2575	6.03
mover	positive	0.2575	6.03
nap	positive	0.2575	6.03
nervously	positive	0.2575	6.03
packing	positive	0.2575	6.03
partly	positive	0.2575	6.03
pedigree	positive	0.2575	6.03
penmanship	positive	0.2575	6.03
penumbra	positive	0.2575	6.03
piccolo	positive	0.2575	6.03
pink	positive	0.2575	6.03
pitcher	positive	0.2575	6.03
plaza	positive	0.2575	6.03
pomp	positive	0.2575	6.03
preeminent	positive	0.2575	6.03
presumably	positive	0.2575	6.03
prototype	positive	0.2575	6.03
reception	positive	0.2575	6.03
redskin	positive	0.2575	6.03
reside	positive	0.2575	6.03
rotation	positive	0.2575	6.03
salami	positive	0.2575	6.03
saving	positive	0.2575	6.03
script	positive	0.2575	6.03
self-direct	positive	0.2575	6.03
shortcut	positive	0.2575	6.03
silvery	positive	0.2575	6.03
skein	positive	0.2575	6.03
slingshot	positive	0.2575	6.03
snuggle	positive	0.2575	6.03
spiteful	positive	0.2575	6.03
streak	positive	0.2575	6.03
synchronization	positive	0.2575	6.03
tart	positive	0.2575	6.03
taste	positive	0.2575	6.03
teapot	positive	0.2575	6.03
tenderly	positive	0.2575	6.03
thirty-seven	positive	0.2575	6.03
thorough	positive	0.2575	6.03
transverse	positive	0.2575	6.03
trend	positive	0.2575	6.03
umbra	positive	0.2575	6.03
upkeep	positive	0.2575	6.03
weekday	positive	0.2575	6.03
your	positive	0.2575	6.03
zip	positive	0.2575	6.03
acropolis	positive	0.26	6.04
additionally	positive	0.26	6.04
appropriate	positive	0.26	6.04
backcloth	positive	0.26	6.04
bestow	positive	0.26	6.04
biographer	positive	0.26	6.04
chalkboard	positive	0.26	6.04
chopsticks	positive	0.26	6.04
client	positive	0.26	6.04
correlate	positive	0.26	6.04
critically	positive	0.26	6.04
dictate	positive	0.26	6.04
divine	positive	0.26	6.04
ejaculate	positive	0.26	6.04
feather	positive	0.26	6.04
feminine	positive	0.26	6.04
film	positive	0.26	6.04
finite	positive	0.26	6.04
five	positive	0.26	6.04
flexible	positive	0.26	6.04
galosh	positive	0.26	6.04
garner	positive	0.26	6.04
gathering	positive	0.26	6.04
gentleness	positive	0.26	6.04
good-looking	positive	0.26	6.04
grandmother	positive	0.26	6.04
handsomely	positive	0.26	6.04
help	positive	0.26	6.04
hoop	positive	0.26	6.04
inborn	positive	0.26	6.04
infer	positive	0.26	6.04
inferior	positive	0.26	6.04
insignificant	positive	0.26	6.04
instructive	positive	0.26	6.04
interpretation	positive	0.26	6.04
its	positive	0.26	6.04
kingbolt	positive	0.26	6.04
known	positive	0.26	6.04
largely	positive	0.26	6.04
lastly	positive	0.26	6.04
local	positive	0.26	6.04
marriage	positive	0.26	6.04
methodical	positive	0.26	6.04
much	positive	0.26	6.04
new	positive	0.26	6.04
nosy	positive	0.26	6.04
notation	positive	0.26	6.04
of	positive	0.26	6.04
orbital	positive	0.26	6.04
overseas	positive	0.26	6.04
ovum	positive	0.26	6.04
parcel	positive	0.26	6.04
participation	positive	0.26	6.04
patience	positive	0.26	6.04
pleasant	positive	0.26	6.04
predetermine	positive	0.26	6.04
programmed	positive	0.26	6.04
questionnaire	positive	0.26	6.04
raisin	positive	0.26	6.04
required	positive	0.26	6.04
scepticism	positive	0.26	6.04
scone	positive	0.26	6.04
short	positive	0.26	6.04
spaghetti	positive	0.26	6.04
technologically	positive	0.26	6.04
tomato	positive	0.26	6.04
unpack	positive	0.26	6.04
untried	positive	0.26	6.04
wag	positive	0.26	6.04
whitish	positive	0.26	6.04
agate	positive	0.2625	6.05
arithmetical	positive	0.2625	6.05
articulate	positive	0.2625	6.05
bonnet	positive	0.2625	6.05
charade	positive	0.2625	6.05
chessman	positive	0.2625	6.05
chubby	positive	0.2625	6.05
closing	positive	0.2625	6.05
comprehension	positive	0.2625	6.05
confidence	positive	0.2625	6.05
dealer	positive	0.2625	6.05
est	positive	0.2625	6.05
esteem	positive	0.2625	6.05
evident	positive	0.2625	6.05
extent	positive	0.2625	6.05
following	positive	0.2625	6.05
germanium	positive	0.2625	6.05
handbag	positive	0.2625	6.05
hence	positive	0.2625	6.05
hitter	positive	0.2625	6.05
hourly	positive	0.2625	6.05
identical	positive	0.2625	6.05
in	positive	0.2625	6.05
intelligible	positive	0.2625	6.05
intensity	positive	0.2625	6.05
ivy	positive	0.2625	6.05
jolly	positive	0.2625	6.05
lusty	positive	0.2625	6.05
meal	positive	0.2625	6.05
mother-in-law	positive	0.2625	6.05
notion	positive	0.2625	6.05
overnight	positive	0.2625	6.05
paradise	positive	0.2625	6.05
parrot	positive	0.2625	6.05
philosopher	positive	0.2625	6.05
pineapple	positive	0.2625	6.05
prominence	positive	0.2625	6.05
proportion	positive	0.2625	6.05
proprietary	positive	0.2625	6.05
purity	positive	0.2625	6.05
ratio	positive	0.2625	6.05
refraction	positive	0.2625	6.05
relegate	positive	0.2625	6.05
review	positive	0.2625	6.05
role	positive	0.2625	6.05
sauce	positive	0.2625	6.05
scooter	positive	0.2625	6.05
sleepless	positive	0.2625	6.05
sloop	positive	0.2625	6.05
society	positive	0.2625	6.05
stratify	positive	0.2625	6.05
strictly	positive	0.2625	6.05
swimming	positive	0.2625	6.05
symbolize	positive	0.2625	6.05
technician	positive	0.2625	6.05
translator	positive	0.2625	6.05
twenty-six	positive	0.2625	6.05
vividly	positive	0.2625	6.05
watching	positive	0.2625	6.05
wear	positive	0.2625	6.05
well	positive	0.2625	6.05
wren	positive	0.2625	6.05
allude	positive	0.265	6.06
baby	positive	0.265	6.06
bard	positive	0.265	6.06
boisterous	positive	0.265	6.06
caravan	positive	0.265	6.06
chart	positive	0.265	6.06
colonization	positive	0.265	6.06
completeness	positive	0.265	6.06
crafty	positive	0.265	6.06
denim	positive	0.265	6.06
diagram	positive	0.265	6.06
dignitary	positive	0.265	6.06
duckling	positive	0.265	6.06
earning	positive	0.265	6.06
electron	positive	0.265	6.06
empirical	positive	0.265	6.06
exception	positive	0.265	6.06
flavour	positive	0.265	6.06
forgo	positive	0.265	6.06
goalie	positive	0.265	6.06
governor-general	positive	0.265	6.06
gracious	positive	0.265	6.06
hectic	positive	0.265	6.06
identification	positive	0.265	6.06
identity	positive	0.265	6.06
increasedly	positive	0.265	6.06
initially	positive	0.265	6.06
institute	positive	0.265	6.06
intelligence	positive	0.265	6.06
interact	positive	0.265	6.06
intriguing	positive	0.265	6.06
ironing	positive	0.265	6.06
kickoff	positive	0.265	6.06
later	positive	0.265	6.06
lunchbox	positive	0.265	6.06
magnificently	positive	0.265	6.06
mirror	positive	0.265	6.06
newsboy	positive	0.265	6.06
output	positive	0.265	6.06
overview	positive	0.265	6.06
parlor	positive	0.265	6.06
pearly	positive	0.265	6.06
promiscuous	positive	0.265	6.06
ptarmigan	positive	0.265	6.06
puss	positive	0.265	6.06
rooftop	positive	0.265	6.06
satellite	positive	0.265	6.06
schoolchildren	positive	0.265	6.06
schoolteacher	positive	0.265	6.06
sequence	positive	0.265	6.06
setback	positive	0.265	6.06
sex-role	positive	0.265	6.06
socioeconomic	positive	0.265	6.06
speck	positive	0.265	6.06
tantalize	positive	0.265	6.06
unfinished	positive	0.265	6.06
validate	positive	0.265	6.06
viable	positive	0.265	6.06
virtually	positive	0.265	6.06
whichever	positive	0.265	6.06
writ	positive	0.265	6.06
assembly	positive	0.2675	6.07
attraction	positive	0.2675	6.07
audience	positive	0.2675	6.07
barefoot	positive	0.2675	6.07
biologically	positive	0.2675	6.07
both	positive	0.2675	6.07
breakfast	positive	0.2675	6.07
camera	positive	0.2675	6.07
chili	positive	0.2675	6.07
colonnade	positive	0.2675	6.07
common-sense	positive	0.2675	6.07
consumption	positive	0.2675	6.07
contentedly	positive	0.2675	6.07
continually	positive	0.2675	6.07
counterpart	positive	0.2675	6.07
country	positive	0.2675	6.07
distinct	positive	0.2675	6.07
donate	positive	0.2675	6.07
earliest	positive	0.2675	6.07
easily	positive	0.2675	6.07
elliptical	positive	0.2675	6.07
embody	positive	0.2675	6.07
establishment	positive	0.2675	6.07
ferryboat	positive	0.2675	6.07
forty-five	positive	0.2675	6.07
foster	positive	0.2675	6.07
fraction	positive	0.2675	6.07
genuine	positive	0.2675	6.07
geometric	positive	0.2675	6.07
governing	positive	0.2675	6.07
humanistic	positive	0.2675	6.07
internationally	positive	0.2675	6.07
light-color	positive	0.2675	6.07
mellow	positive	0.2675	6.07
menu	positive	0.2675	6.07
monastic	positive	0.2675	6.07
munga	positive	0.2675	6.07
outweigh	positive	0.2675	6.07
plum	positive	0.2675	6.07
probe	positive	0.2675	6.07
producer	positive	0.2675	6.07
prominent	positive	0.2675	6.07
proprietor	positive	0.2675	6.07
racetrack	positive	0.2675	6.07
raw	positive	0.2675	6.07
rover	positive	0.2675	6.07
sassafras	positive	0.2675	6.07
secretary	positive	0.2675	6.07
some	positive	0.2675	6.07
spicy	positive	0.2675	6.07
subtitle	positive	0.2675	6.07
systematic	positive	0.2675	6.07
tenet	positive	0.2675	6.07
touchdown	positive	0.2675	6.07
twirl	positive	0.2675	6.07
two-column	positive	0.2675	6.07
wafer	positive	0.2675	6.07
wee	positive	0.2675	6.07
wonderland	positive	0.2675	6.07
write	positive	0.2675	6.07
addressee	positive	0.27	6.08
affectionately	positive	0.27	6.08
after-school	positive	0.27	6.08
ambition	positive	0.27	6.08
blueberry	positive	0.27	6.08
cantaloupe	positive	0.27	6.08
close-up	positive	0.27	6.08
commonplace	positive	0.27	6.08
computer-assist	positive	0.27	6.08
configuration	positive	0.27	6.08
course	positive	0.27	6.08
dearly	positive	0.27	6.08
dedicate	positive	0.27	6.08
detract	positive	0.27	6.08
equipment	positive	0.27	6.08
financially	positive	0.27	6.08
four	positive	0.27	6.08
goose	positive	0.27	6.08
grown	positive	0.27	6.08
ham	positive	0.27	6.08
homecoming	positive	0.27	6.08
intimacy	positive	0.27	6.08
invariably	positive	0.27	6.08
laser	positive	0.27	6.08
literally	positive	0.27	6.08
marry	positive	0.27	6.08
memorize	positive	0.27	6.08
messenger	positive	0.27	6.08
nautical	positive	0.27	6.08
newsstand	positive	0.27	6.08
nonprofit	positive	0.27	6.08
nutmeg	positive	0.27	6.08
participant	positive	0.27	6.08
portal	positive	0.27	6.08
possessor	positive	0.27	6.08
premarital	positive	0.27	6.08
probably	positive	0.27	6.08
psychology	positive	0.27	6.08
reformation	positive	0.27	6.08
reveille	positive	0.27	6.08
robot	positive	0.27	6.08
royal	positive	0.27	6.08
scarf	positive	0.27	6.08
sense	positive	0.27	6.08
sheaf	positive	0.27	6.08
since	positive	0.27	6.08
spiritually	positive	0.27	6.08
succinctly	positive	0.27	6.08
suitor	positive	0.27	6.08
supplier	positive	0.27	6.08
thankful	positive	0.27	6.08
unified	positive	0.27	6.08
venture	positive	0.27	6.08
wardrobe	positive	0.27	6.08
weighty	positive	0.27	6.08
with	positive	0.27	6.08
young	positive	0.27	6.08
approach	positive	0.2725	6.09
approximate	positive	0.2725	6.09
barrio	positive	0.2725	6.09
cannery	positive	0.2725	6.09
chaperon	positive	0.2725	6.09
chewy	positive	0.2725	6.09
clarify	positive	0.2725	6.09
color-blind	positive	0.2725	6.09
colossus	positive	0.2725	6.09
cooperative	positive	0.2725	6.09
discrete	positive	0.2725	6.09
duplication	positive	0.2725	6.09
elsewhere	positive	0.2725	6.09
engender	positive	0.2725	6.09
engineer	positive	0.2725	6.09
facility	positive	0.2725	6.09
happily	positive	0.2725	6.09
hello	positive	0.2725	6.09
herb	positive	0.2725	6.09
horticultural	positive	0.2725	6.09
incandescent	positive	0.2725	6.09
inner-directed	positive	0.2725	6.09
instrument	positive	0.2725	6.09
interchange	positive	0.2725	6.09
interconnection	positive	0.2725	6.09
internalize	positive	0.2725	6.09
interpret	positive	0.2725	6.09
introductory	positive	0.2725	6.09
kicker	positive	0.2725	6.09
maple	positive	0.2725	6.09
masculine	positive	0.2725	6.09
nine-year-old	positive	0.2725	6.09
notably	positive	0.2725	6.09
nugget	positive	0.2725	6.09
paradox	positive	0.2725	6.09
particularly	positive	0.2725	6.09
picturesque	positive	0.2725	6.09
placer	positive	0.2725	6.09
praiseworthy	positive	0.2725	6.09
provincial	positive	0.2725	6.09
realization	positive	0.2725	6.09
reserved	positive	0.2725	6.09
scrimmage	positive	0.2725	6.09
sibling	positive	0.2725	6.09
snob	positive	0.2725	6.09
solemnly	positive	0.2725	6.09
sum	positive	0.2725	6.09
summarize	positive	0.2725	6.09
tint	positive	0.2725	6.09
trillion	positive	0.2725	6.09
undertake	positive	0.2725	6.09
vogue	positive	0.2725	6.09
will	positive	0.2725	6.09
abound	positive	0.275	6.1
adequately	positive	0.275	6.1
anchovy	positive	0.275	6.1
aristocracy	positive	0.275	6.1
assimilate	positive	0.275	6.1
assumption	positive	0.275	6.1
atlas	positive	0.275	6.1
attire	positive	0.275	6.1
baby-sitter	positive	0.275	6.1
banyan	positive	0.275	6.1
bickering	positive	0.275	6.1
brainstorm	positive	0.275	6.1
carrot	positive	0.275	6.1
celery	positive	0.275	6.1
certificate	positive	0.275	6.1
climax	positive	0.275	6.1
coloration	positive	0.275	6.1
considering	positive	0.275	6.1
delivery	positive	0.275	6.1
democracy	positive	0.275	6.1
disprove	positive	0.275	6.1
dividend	positive	0.275	6.1
dome	positive	0.275	6.1
donation	positive	0.275	6.1
eleventh	positive	0.275	6.1
emigrate	positive	0.275	6.1
era	positive	0.275	6.1
familiarity	positive	0.275	6.1
fare	positive	0.275	6.1
finding	positive	0.275	6.1
game	positive	0.275	6.1
gender	positive	0.275	6.1
goody	positive	0.275	6.1
grocer	positive	0.275	6.1
harmonize	positive	0.275	6.1
historic	positive	0.275	6.1
humdrum	positive	0.275	6.1
ideally	positive	0.275	6.1
image	positive	0.275	6.1
jog	positive	0.275	6.1
jointly	positive	0.275	6.1
kerchief	positive	0.275	6.1
loon	positive	0.275	6.1
lustre	positive	0.275	6.1
merger	positive	0.275	6.1
mnemonic	positive	0.275	6.1
monopolize	positive	0.275	6.1
noon	positive	0.275	6.1
observe	positive	0.275	6.1
one-room	positive	0.275	6.1
orchard	positive	0.275	6.1
outdoors	positive	0.275	6.1
ovary	positive	0.275	6.1
oversupply	positive	0.275	6.1
ownership	positive	0.275	6.1
palette	positive	0.275	6.1
parted	positive	0.275	6.1
pastel	positive	0.275	6.1
perceive	positive	0.275	6.1
physicist	positive	0.275	6.1
position	positive	0.275	6.1
prank	positive	0.275	6.1
proliferation	positive	0.275	6.1
purely	positive	0.275	6.1
representative	positive	0.275	6.1
reread	positive	0.275	6.1
residence	positive	0.275	6.1
salutation	positive	0.275	6.1
sandbox	positive	0.275	6.1
schoolhouse	positive	0.275	6.1
score	positive	0.275	6.1
seagull	positive	0.275	6.1
semester	positive	0.275	6.1
show	positive	0.275	6.1
stamen	positive	0.275	6.1
sunlight	positive	0.275	6.1
tortilla	positive	0.275	6.1
trio	positive	0.275	6.1
typically	positive	0.275	6.1
unattractive	positive	0.275	6.1
virgin	positive	0.275	6.1
vocabulary	positive	0.275	6.1
well-to-do	positive	0.275	6.1
wrestler	positive	0.275	6.1
yellow	positive	0.275	6.1
able	positive	0.2775	6.11
accepted	positive	0.2775	6.11
adaptable	positive	0.2775	6.11
advertise	positive	0.2775	6.11
amenity	positive	0.2775	6.11
apricot	positive	0.2775	6.11
architect	positive	0.2775	6.11
attractiveness	positive	0.2775	6.11
authentic	positive	0.2775	6.11
authoritative	positive	0.2775	6.11
autumn	positive	0.2775	6.11
chaff	positive	0.2775	6.11
class	positive	0.2775	6.11
commitment	positive	0.2775	6.11
considerable	positive	0.2775	6.11
crier	positive	0.2775	6.11
crusade	positive	0.2775	6.11
diction	positive	0.2775	6.11
documentary	positive	0.2775	6.11
easel	positive	0.2775	6.11
embark	positive	0.2775	6.11
fellowship	positive	0.2775	6.11
final	positive	0.2775	6.11
flexibility	positive	0.2775	6.11
gingerbread	positive	0.2775	6.11
glowing	positive	0.2775	6.11
grape	positive	0.2775	6.11
however	positive	0.2775	6.11
icebox	positive	0.2775	6.11
individualism	positive	0.2775	6.11
individualize	positive	0.2775	6.11
inquiring	positive	0.2775	6.11
interviewee	positive	0.2775	6.11
introduction	positive	0.2775	6.11
large	positive	0.2775	6.11
lunar	positive	0.2775	6.11
madam	positive	0.2775	6.11
mathematically	positive	0.2775	6.11
mesquite	positive	0.2775	6.11
meticulously	positive	0.2775	6.11
munch	positive	0.2775	6.11
narration	positive	0.2775	6.11
nowadays	positive	0.2775	6.11
numerous	positive	0.2775	6.11
ovule	positive	0.2775	6.11
personalized	positive	0.2775	6.11
philosophically	positive	0.2775	6.11
pilgrimage	positive	0.2775	6.11
pluralistic	positive	0.2775	6.11
priority	positive	0.2775	6.11
punt	positive	0.2775	6.11
recruitment	positive	0.2775	6.11
reddish	positive	0.2775	6.11
reign	positive	0.2775	6.11
salaried	positive	0.2775	6.11
second	positive	0.2775	6.11
semiconductor	positive	0.2775	6.11
shyly	positive	0.2775	6.11
simplify	positive	0.2775	6.11
sprout	positive	0.2775	6.11
starting	positive	0.2775	6.11
their	positive	0.2775	6.11
three-dimensional	positive	0.2775	6.11
titan	positive	0.2775	6.11
TRUE	positive	0.2775	6.11
underdeveloped	positive	0.2775	6.11
unhurried	positive	0.2775	6.11
universal	positive	0.2775	6.11
villa	positive	0.2775	6.11
waitress	positive	0.2775	6.11
wristwatch	positive	0.2775	6.11
writing	positive	0.2775	6.11
abbey	positive	0.28	6.12
adapt	positive	0.28	6.12
ale	positive	0.28	6.12
although	positive	0.28	6.12
aroma	positive	0.28	6.12
aspiration	positive	0.28	6.12
basset	positive	0.28	6.12
bulk	positive	0.28	6.12
centralize	positive	0.28	6.12
chirp	positive	0.28	6.12
clerk	positive	0.28	6.12
clothe	positive	0.28	6.12
coinage	positive	0.28	6.12
commercial	positive	0.28	6.12
comprehend	positive	0.28	6.12
consciously	positive	0.28	6.12
cream-colored	positive	0.28	6.12
croaker	positive	0.28	6.12
deal	positive	0.28	6.12
delicate	positive	0.28	6.12
department	positive	0.28	6.12
diversified	positive	0.28	6.12
eligibility	positive	0.28	6.12
examine	positive	0.28	6.12
experiment	positive	0.28	6.12
franchise	positive	0.28	6.12
garden	positive	0.28	6.12
gauntlet	positive	0.28	6.12
generality	positive	0.28	6.12
grandchild	positive	0.28	6.12
hawthorn	positive	0.28	6.12
inalienable	positive	0.28	6.12
inescapable	positive	0.28	6.12
invaluable	positive	0.28	6.12
knit	positive	0.28	6.12
light	positive	0.28	6.12
list	positive	0.28	6.12
long-time	positive	0.28	6.12
marginal	positive	0.28	6.12
mash	positive	0.28	6.12
mealtime	positive	0.28	6.12
merely	positive	0.28	6.12
origin	positive	0.28	6.12
pastry	positive	0.28	6.12
petticoat	positive	0.28	6.12
pistil	positive	0.28	6.12
prerequisite	positive	0.28	6.12
representation	positive	0.28	6.12
savoury	positive	0.28	6.12
selfish	positive	0.28	6.12
skirt	positive	0.28	6.12
snowcap	positive	0.28	6.12
softball	positive	0.28	6.12
summer	positive	0.28	6.12
superfluous	positive	0.28	6.12
surprise	positive	0.28	6.12
teen-ager	positive	0.28	6.12
thank	positive	0.28	6.12
tonight	positive	0.28	6.12
toughness	positive	0.28	6.12
trader	positive	0.28	6.12
tv	positive	0.28	6.12
twofold	positive	0.28	6.12
typical	positive	0.28	6.12
wise	positive	0.28	6.12
acquaint	positive	0.2825	6.13
analogy	positive	0.2825	6.13
apprentice	positive	0.2825	6.13
assess	positive	0.2825	6.13
blending	positive	0.2825	6.13
bond	positive	0.2825	6.13
bullion	positive	0.2825	6.13
chairperson	positive	0.2825	6.13
checklist	positive	0.2825	6.13
cheeseburger	positive	0.2825	6.13
chiefly	positive	0.2825	6.13
cluster	positive	0.2825	6.13
conceptually	positive	0.2825	6.13
considerably	positive	0.2825	6.13
creator	positive	0.2825	6.13
crucial	positive	0.2825	6.13
detail	positive	0.2825	6.13
doorbell	positive	0.2825	6.13
emergence	positive	0.2825	6.13
encode	positive	0.2825	6.13
ever-present	positive	0.2825	6.13
fluent	positive	0.2825	6.13
freshness	positive	0.2825	6.13
friendliness	positive	0.2825	6.13
frosting	positive	0.2825	6.13
funding	positive	0.2825	6.13
furnish	positive	0.2825	6.13
hat	positive	0.2825	6.13
heiress	positive	0.2825	6.13
hum	positive	0.2825	6.13
indispensable	positive	0.2825	6.13
informative	positive	0.2825	6.13
interrelationship	positive	0.2825	6.13
laissez	positive	0.2825	6.13
landmass	positive	0.2825	6.13
lawn	positive	0.2825	6.13
lovable	positive	0.2825	6.13
mailing	positive	0.2825	6.13
miller	positive	0.2825	6.13
mischievous	positive	0.2825	6.13
nationwide	positive	0.2825	6.13
nicety	positive	0.2825	6.13
odd-look	positive	0.2825	6.13
old	positive	0.2825	6.13
philosophy	positive	0.2825	6.13
prepare	positive	0.2825	6.13
present	positive	0.2825	6.13
produce	positive	0.2825	6.13
ray	positive	0.2825	6.13
reliable	positive	0.2825	6.13
renown	positive	0.2825	6.13
scientifically	positive	0.2825	6.13
sigh	positive	0.2825	6.13
skip	positive	0.2825	6.13
solace	positive	0.2825	6.13
speaking	positive	0.2825	6.13
statehood	positive	0.2825	6.13
supersede	positive	0.2825	6.13
suspense	positive	0.2825	6.13
sweeten	positive	0.2825	6.13
thriving	positive	0.2825	6.13
transcendence	positive	0.2825	6.13
two-room	positive	0.2825	6.13
valet	positive	0.2825	6.13
veritable	positive	0.2825	6.13
vitality	positive	0.2825	6.13
wampum	positive	0.2825	6.13
wildflower	positive	0.2825	6.13
worth	positive	0.2825	6.13
accord	positive	0.285	6.14
accountability	positive	0.285	6.14
accuracy	positive	0.285	6.14
adhere	positive	0.285	6.14
advisory	positive	0.285	6.14
armchair	positive	0.285	6.14
backpack	positive	0.285	6.14
bass	positive	0.285	6.14
biological	positive	0.285	6.14
bygone	positive	0.285	6.14
cheerleader	positive	0.285	6.14
classroom	positive	0.285	6.14
conformity	positive	0.285	6.14
contradictory	positive	0.285	6.14
convey	positive	0.285	6.14
coo	positive	0.285	6.14
copulation	positive	0.285	6.14
dark-eye	positive	0.285	6.14
enterprise	positive	0.285	6.14
especially	positive	0.285	6.14
ethic	positive	0.285	6.14
ever-grow	positive	0.285	6.14
formerly	positive	0.285	6.14
frown	positive	0.285	6.14
gratify	positive	0.285	6.14
hike	positive	0.285	6.14
illuminate	positive	0.285	6.14
interpreter	positive	0.285	6.14
intuition	positive	0.285	6.14
inventor	positive	0.285	6.14
neatness	positive	0.285	6.14
object	positive	0.285	6.14
openness	positive	0.285	6.14
ours	positive	0.285	6.14
peddle	positive	0.285	6.14
photograph	positive	0.285	6.14
pigsty	positive	0.285	6.14
pip	positive	0.285	6.14
potted	positive	0.285	6.14
preview	positive	0.285	6.14
private	positive	0.285	6.14
provider	positive	0.285	6.14
puppet	positive	0.285	6.14
questioning	positive	0.285	6.14
resonate	positive	0.285	6.14
retain	positive	0.285	6.14
satisfactorily	positive	0.285	6.14
scientist	positive	0.285	6.14
six	positive	0.285	6.14
squawk	positive	0.285	6.14
stereotype	positive	0.285	6.14
stock	positive	0.285	6.14
sunny	positive	0.285	6.14
than	positive	0.285	6.14
treble	positive	0.285	6.14
turkey	positive	0.285	6.14
twitter	positive	0.285	6.14
well-organize	positive	0.285	6.14
well-plan	positive	0.285	6.14
aggressiveness	positive	0.2875	6.15
agile	positive	0.2875	6.15
all	positive	0.2875	6.15
animate	positive	0.2875	6.15
approvingly	positive	0.2875	6.15
aspen	positive	0.2875	6.15
certified	positive	0.2875	6.15
chagrin	positive	0.2875	6.15
commonwealth	positive	0.2875	6.15
dandelion	positive	0.2875	6.15
